type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	vntype	haslength
PhysicalObject	2015-04-12	CC0		http://vertnet.org/resources/norms.html	Fort Hays Sternberg Museum of Natural History. FHSM Mammals Collection. Record ID: fd2b36f6-100b-11e3-9860-4cd443d04e13. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=fhsm_mammals (source published on 2015-05-12)	http://portal.vertnet.org/o/fhsm/fhsm-m?id=fd2b36f6-100b-11e3-9860-4cd443d04e13	http://grbio.org/cool/5bc7-5n0c			FHSM	FHSM-M	Fort Hays Sternberg Museum Mammalogy Collection	PreservedSpecimen				fd2b36f6-100b-11e3-9860-4cd443d04e13	18816		PORTS, M A							present	SS - 1																		1980-06-08		160	160	1980	6	8	1980-06-08								North America | USA | Nevada | Elko |  |  |  |	North America				United States	US	Nevada	Elko		1/2 MI W HAYSTACK RANCH, SHEEP CREEK, 5900'	North America | USA | NEVADA | ELKO											41.3563042	-115.8268509	not recorded (forced WGS84)														requires verification																														Spermophilus beldingi					| RODENTIA | SCIURIDAE | UROCITELLUS	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Spermophilus		beldingi		species				ICZN											Fort Hays Sternberg Museum of Natural History. FHSM Mammals Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=fhsm_mammals (source published on 2015-05-12)	84e6e5f8-f762-11e1-a439-00145eb45e9a	976af1e0-ca25-11da-bfed-b8a03c50a862	cjschmidt@fhsu.edu	Curtis Schmidt	2015-05-12	2016-07-22	2015-04-08	0	0	0	0	specimen	0
PhysicalObject	2015-04-12	CC0		http://vertnet.org/resources/norms.html	Fort Hays Sternberg Museum of Natural History. FHSM Mammals Collection. Record ID: fd679c8e-100b-11e3-9860-4cd443d04e13. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=fhsm_mammals (source published on 2015-05-12)	http://portal.vertnet.org/o/fhsm/fhsm-m?id=fd679c8e-100b-11e3-9860-4cd443d04e13	http://grbio.org/cool/5bc7-5n0c			FHSM	FHSM-M	Fort Hays Sternberg Museum Mammalogy Collection	PreservedSpecimen				fd679c8e-100b-11e3-9860-4cd443d04e13	21446		UNKNOWN							present	SS - 1																		1982-07-25		206	206	1982	7	25	1982-07-25								North America | USA | Nevada | Elko |  |  |  |	North America				United States	US	Nevada	Elko		3 MI N, 5 1/2 MI E MOUNTAIN CITY, ON MERRITT CREEK	North America | USA | NEVADA | ELKO											41.8961906	-115.8576355	not recorded (forced WGS84)														requires verification																														Spermophilus beldingi					| RODENTIA | SCIURIDAE | UROCITELLUS	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Spermophilus		beldingi		species				ICZN											Fort Hays Sternberg Museum of Natural History. FHSM Mammals Collection. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=fhsm_mammals (source published on 2015-05-12)	84e6e5f8-f762-11e1-a439-00145eb45e9a	976af1e0-ca25-11da-bfed-b8a03c50a862	cjschmidt@fhsu.edu	Curtis Schmidt	2015-05-12	2016-07-22	2015-04-08	0	0	0	0	specimen	0
PhysicalObject	2010-01-14 14:17:48.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 955a7121-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=955a7121-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 210.0; TailLength: 41.0; HindFoot: 33.0; EarLength: 10.0	955a7121-1ed8-11e3-bfac-90b11c41863e	130579		NADLER C F & PENGILLY R		female						SB																		1971-06-14		165	165	1971	6	14	1971-06-14									North America				U S A		OREGON	HARNEY CO		BURNS												43.58	-119.05	NAD27						decimal degrees				N Slade	2007-08-15		Topozone																															Urocitellus beldingi oregonus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		beldingi	oregonus								210.0	total length	1				F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2016-03-28	2016-09-15	no migrator	0	0	0	0	specimen	1
PhysicalObject	2010-01-14 14:17:52.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 955a7fd8-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=955a7fd8-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 210.0; TailLength: 61.0; HindFoot: 40.0; EarLength: 14.0	955a7fd8-1ed8-11e3-bfac-90b11c41863e	130585		NADLER C F & TURNER L		male						SB																		1972-05-22		143	143	1972	5	22	1972-05-22									North America				U S A		OREGON	GRANT CO		INGLE BUTTE RANCH, 3.5 MI S OF; MT. VERNON												44.42	-119.08	NAD27						decimal degrees				Gary W. Shugart (PSM)	2002-07-02		GNIS downloaded Feb 2002																															Urocitellus beldingi oregonus						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		beldingi	oregonus								210.0	total length	1				M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2016-03-28	2016-09-15	no migrator	0	0	0	0	specimen	1
PhysicalObject	2010-01-14 14:17:57.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 955a916d-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=955a916d-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 256.0; TailLength: 65.0; HindFoot: 42.0; EarLength: 16.0	955a916d-1ed8-11e3-bfac-90b11c41863e	130592		PATTERSON R R		female						SB																		1973-06-10		161	161	1973	6	10	1973-06-10									North America				U S A		CALIFORNIA	INYO CO		TOMS PLACE, 10 MI SW OF; ROCK LAKE											Started from center of Toms Place; assumed by road	37.45	-118.73	NAD27						decimal degrees				Nitin Bhasin (MVZ)	2002-10-28		Terrain Navigator 5.03 USGS 1:24,000																															Urocitellus beldingi beldingi						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		beldingi	beldingi								256.0	total length	1				F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2016-03-28	2016-09-15	no migrator	0	0	0	0	specimen	1
PhysicalObject	2010-01-14 14:17:58.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 955a9669-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=955a9669-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 260.0; TailLength: 67.0; HindFoot: 44.0; EarLength: 17.0	955a9669-1ed8-11e3-bfac-90b11c41863e	130594		PATTERSON R R		female						SB																		1973-06-19		170	170	1973	6	19	1973-06-19									North America				U S A		CALIFORNIA	INYO CO		TOMS PLACE, 10 MI SW OF; ROCK LAKE											Started from center of Toms Place; assumed by road	37.45	-118.73	NAD27						decimal degrees				Nitin Bhasin (MVZ)	2002-10-28		Terrain Navigator 5.03 USGS 1:24,000																															Urocitellus beldingi beldingi						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		beldingi	beldingi								260.0	total length	1				F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2016-03-28	2016-09-15	no migrator	0	0	0	0	specimen	1
PhysicalObject	2010-01-14 14:18:01.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 955a9f2a-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=955a9f2a-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 268.0; TailLength: 63.0; HindFoot: 46.0; EarLength: 17.0	955a9f2a-1ed8-11e3-bfac-90b11c41863e	130597		PATTERSON R R		male						SB																		1973-06-19		170	170	1973	6	19	1973-06-19									North America				U S A		CALIFORNIA	INYO CO		TOMS PLACE, 10 MI SW OF; ROCK LAKE											Started from center of Toms Place; assumed by road	37.45	-118.73	NAD27						decimal degrees				Nitin Bhasin (MVZ)	2002-10-28		Terrain Navigator 5.03 USGS 1:24,000																															Urocitellus beldingi beldingi						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		beldingi	beldingi								268.0	total length	1				M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2016-03-28	2016-09-15	no migrator	0	0	0	0	specimen	1
PhysicalObject	2010-01-14 14:18:02.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 955aa222-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=955aa222-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 269.0; TailLength: 65.0; HindFoot: 46.0; EarLength: 16.0	955aa222-1ed8-11e3-bfac-90b11c41863e	130598		PATTERSON R R		male						SB							BODY SKELETON NOT FOUND 08 JULY 1985											1973-06-19		170	170	1973	6	19	1973-06-19									North America				U S A		CALIFORNIA	INYO CO		TOMS PLACE, 10 MI SW OF; ROCK LAKE											Started from center of Toms Place; assumed by road	37.45	-118.73	NAD27						decimal degrees				Nitin Bhasin (MVZ)	2002-10-28		Terrain Navigator 5.03 USGS 1:24,000																															Urocitellus beldingi beldingi						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		beldingi	beldingi								269.0	total length	1				M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2016-03-28	2016-09-15	no migrator	0	0	0	0	specimen	1
PhysicalObject	2010-01-14 14:18:03.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 955aa4f1-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=955aa4f1-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 276.0; TailLength: 70.0; HindFoot: 45.0; EarLength: 17.0	955aa4f1-1ed8-11e3-bfac-90b11c41863e	130599		PATTERSON R R		male						SB																		1973-06-19		170	170	1973	6	19	1973-06-19									North America				U S A		CALIFORNIA	INYO CO		TOMS PLACE, 10 MI SW OF; ROCK LAKE											Started from center of Toms Place; assumed by road	37.45	-118.73	NAD27						decimal degrees				Nitin Bhasin (MVZ)	2002-10-28		Terrain Navigator 5.03 USGS 1:24,000																															Urocitellus beldingi beldingi						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		beldingi	beldingi								276.0	total length	1				M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2016-03-28	2016-09-15	no migrator	0	0	0	0	specimen	1
PhysicalObject	2010-01-14 14:18:03.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 955aa7cf-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=955aa7cf-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 264.0; TailLength: 60.0; HindFoot: 45.0; EarLength: 16.0	955aa7cf-1ed8-11e3-bfac-90b11c41863e	130600		PATTERSON R R		female						SB																		1973-06-19		170	170	1973	6	19	1973-06-19									North America				U S A		CALIFORNIA	MONO CO		TOMS PLACE, 9 MI SW OF; ROCK CREEK LODGE												37.46	-118.79	NAD27						decimal degrees				N Slade	2007-02-01		Topozone 1:25001																															Urocitellus beldingi beldingi						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		beldingi	beldingi								264.0	total length	1				F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2016-03-28	2016-09-15	no migrator	0	0	0	0	specimen	1
PhysicalObject	2010-01-14 14:18:05.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 955aadab-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=955aadab-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 260.0; TailLength: 69.0; HindFoot: 45.0; EarLength: 18.0	955aadab-1ed8-11e3-bfac-90b11c41863e	130602		PATTERSON R R		male						SB																		1973-06-19		170	170	1973	6	19	1973-06-19									North America				U S A		CALIFORNIA	MONO CO		TOMS PLACE, 9 MI SW OF; ROCK CREEK LODGE												37.46	-118.79	NAD27						decimal degrees				N Slade	2007-02-01		Topozone 1:25001																															Urocitellus beldingi beldingi						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		beldingi	beldingi								260.0	total length	1				M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2016-03-28	2016-09-15	no migrator	0	0	0	0	specimen	1
PhysicalObject	2010-01-14 14:18:06.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 955ab07d-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=955ab07d-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 270.0; TailLength: 70.0; HindFoot: 43.0; EarLength: 12.0	955ab07d-1ed8-11e3-bfac-90b11c41863e	130603		NADLER C F & CARLSON E C		male						SB																		1971-05-10		130	130	1971	5	10	1971-05-10									North America				U S A		IDAHO	CASSIA CO		BURLEY												42.53	-113.79	WGS84						decimal degrees				Sean P. Maher	2007-03-18		Topozone.com																															Urocitellus beldingi creber						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		beldingi	creber								270.0	total length	1				M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2016-03-28	2016-09-15	no migrator	0	0	0	0	specimen	1
PhysicalObject	2010-01-14 14:18:06.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 955ab373-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=955ab373-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 287.0; TailLength: 69.0; HindFoot: 44.0; EarLength: 16.0	955ab373-1ed8-11e3-bfac-90b11c41863e	130604		NADLER C F & CARLSON E C		female						SB																		1972-06-19		171	171	1972	6	19	1972-06-19									North America				U S A		IDAHO	CASSIA CO		BURLEY												42.53	-113.79	WGS84						decimal degrees				Sean P. Maher	2007-03-18		Topozone.com																															Urocitellus beldingi creber						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		beldingi	creber								287.0	total length	1				F		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2016-03-28	2016-09-15	no migrator	0	0	0	0	specimen	1
PhysicalObject	2010-01-14 14:18:07.0	CC-BY		http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms	University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Record ID: 955ab65a-1ed8-11e3-bfac-90b11c41863e. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	http://portal.vertnet.org/o/ku/kum?id=955ab65a-1ed8-11e3-bfac-90b11c41863e	http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection	PreservedSpecimen			TotalLength: 267.0; TailLength: 55.0; HindFoot: 46.0; EarLength: 16.0	955ab65a-1ed8-11e3-bfac-90b11c41863e	130605		NADLER C F & CARLSON E C		male						SB																		1972-06-19		171	171	1972	6	19	1972-06-19									North America				U S A		IDAHO	CASSIA CO		BURLEY												42.53	-113.79	WGS84						decimal degrees				Sean P. Maher	2007-03-18		Topozone.com																															Urocitellus beldingi creber						Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		beldingi	creber								267.0	total length	1				M		University of Kansas Biodiversity Institute. KUBI Mammalogy Collection. Source: http://ipt.nhm.ku.edu/ipt/resource.do?r=kubi_mammals (source published on 2016-03-28)	1d04e739-98a9-4e16-9970-8f8f3bf9e9e3	b554c320-0560-11d8-b851-b8a03c50a862	slade@ku.edu	Norm Slade	2016-03-28	2016-09-15	no migrator	0	0	0	0	specimen	1
PhysicalObject	2016-02-12 13:18:13.0	CC0		http://www.vertnet.org/resources/norms.html	Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:216237?seid=1234243. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2015-10-27)	http://arctos.database.museum/guid/MVZ:Mamm:216237	urn:lsid:biocol.org:col:34777	urn:lsid:biocol.org:col:34904		MVZ	Mammal specimens		PreservedSpecimen			weight=242.00 g; total length=279 mm; tail length=67 mm; hind foot with claw=43 mm; ear from notch=16 mm; sex=male	http://arctos.database.museum/guid/MVZ:Mamm:216237?seid=1234243	216237	22306	Collector(s): James L. Patton	1	male						skull; DNA (frozen); tissue (95% ethanol); study skin						collector number=22306		http://arctos.database.museum/guid/MVZ:Mamm:216237					<i>Urocitellus beldingi beldingi</i> (accepted ID) identified by James L. Patton on 2009-10-29; method: taxonomic revision Remark: following Helgen, K. M., F. R. Cole, L. E. Helgen, and D. E. Wilson. 2009. Generic revision in the Holarctic ground squirrel genus Spermophilus. Journal of Mammalogy 90:270-305.<br><i>Spermophilus beldingi beldingi</i> identified by James L. Patton on 2005-07-14; method: field					2005-07-14		195	195	2005	07	14	14-Jul-2005								North America, United States, California, Mono County	North America				United States		California	Mono County		south end Saddlebag Lake	south end Saddlebag Lake, Mono Co., California	3093.72	3093.72							Christopher J. Conroy	elevation determined by GPS	37.96321	-119.27189	World Geodetic System 1984			37.96321/-119.27189			decimal degrees				Christopher J. Conroy	2005-10-07	not recorded	not recorded	unverified																					A		James L. Patton	2009-10-29		taxonomic revision	following Helgen, K. M., F. R. Cole, L. E. Helgen, and D. E. Wilson. 2009. Generic revision in the Holarctic ground squirrel genus Spermophilus. Journal of Mammalogy 90:270-305.			Urocitellus beldingi beldingi					Animalia; Chordata; Mammalia; Rodentia; Sciuridae; Sciurinae;	Animalia	Chordata	Mammalia	Rodentia	Sciuridae	Urocitellus		beldingi	beldingi					ICZN			279	total length	0	242.0	0		male		Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2015-10-27)	0daed095-478a-4af6-abf5-18acb790fbb2	8edbbde0-055e-11d8-b850-b8a03c50a862	ondatra@berkeley.edu	Chris Conroy	2015-10-27	2016-08-12	no migrator	0	1	0	0	specimen	1
